years;Province_Code;Province_name;General_Total-Total;General_Total-Male;General_Total-Female;Illiterate-Total;Illiterate-Male;Illiterate-Female;_Literate_without_a_diploma-Total;_Literate_without_a_diploma-Male;_Literate_without_a_diploma-Female;Primary_school-Total;Primary_school-Male;Primary_school-Female;Primary_education-Total;Primary_education-Male;Primary_education-Female;Lower_secondary_school-Total;Lower_secondary_school-Male;Lower_secondary_school-Female;Upper_secondary_school-Total;Upper_secondary_school-Male;Upper_secondary_school-Female;Universities_and_other_higher_educational_institutions-Total;Universities_and_other_higher_educational_institutions-Male;Universities_and_other_higher_educational_institutions-Female;Master_(Including_5_or_6_Years_Faculties)-Total;Master_(Including_5_or_6_Years_Faculties)-Male;Master_(Including_5_or_6_Years_Faculties)-Female;Doctorate-Total;Doctorate-Male;Doctorate-Female;_Unknown-Total;_Unknown-Male;_Unknown-Female
2020;12;Bingöl;  206 875;  104 330;  102 545;  13 158;  2 211;  10 947;  10 875;  3 342;  7 533;  24 707;  11 065;  13 642;  18 869;  10 803;  8 066;  45 992;  24 461;  21 531;  60 334;  32 404;  27 930;  29 156;  17 567;  11 589;  2 190;  1 563;   627;   450;   336;   114;  1 144;   578;   566
2020;13;Bitlis;  237 977;  122 625;  115 352;  14 547;  2 077;  12 470;  17 513;  4 438;  13 075;  30 974;  13 375;  17 599;  22 117;  12 792;  9 325;  66 364;  36 850;  29 514;  53 104;  32 229;  20 875;  30 267;  19 034;  11 233;  1 875;  1 317;   558;   369;   254;   115;   847;   259;   588
2020;14;Bolu;  251 530;  123 630;  127 900;  7 382;   991;  6 391;  7 929;  1 967;  5 962;  59 677;  23 744;  35 933;  22 204;  11 048;  11 156;  37 940;  20 869;  17 071;  67 603;  39 060;  28 543;  42 273;  22 372;  19 901;  4 126;  2 292;  1 834;  1 150;   713;   437;  1 246;   574;   672
2020;15;Burdur;  218 467;  108 793;  109 674;  5 131;   667;  4 464;  7 693;  1 409;  6 284;  60 232;  24 765;  35 467;  18 713;  10 264;  8 449;  35 729;  20 301;  15 428;  49 342;  28 399;  20 943;  36 426;  19 994;  16 432;  3 121;  1 907;  1 214;   757;   467;   290;  1 323;   620;   703
2020;16;Bursa; 2 403 119; 1 192 376; 1 210 743;  55 046;  7 217;  47 829;  58 039;  13 888;  44 151;  473 571;  178 742;  294 829;  232 709;  127 471;  105 238;  455 452;  245 256;  210 196;  643 662;  366 745;  276 917;  415 185;  217 228;  197 957;  34 724;  19 044;  15 680;  5 373;  3 198;  2 175;  29 358;  13 587;  15 771
2020;17;Çanakkale;  450 254;  224 734;  225 520;  5 586;  1 146;  4 440;  16 914;  5 267;  11 647;  126 073;  51 843;  74 230;  32 007;  17 708;  14 299;  67 864;  37 127;  30 737;  106 436;  60 249;  46 187;  83 218;  44 828;  38 390;  8 122;  4 388;  3 734;  2 019;  1 205;   814;  2 015;   973;  1 042
2020;18;Çankırı;  154 149;  77 209;  76 940;  6 336;   869;  5 467;  6 318;  1 554;  4 764;  39 839;  16 068;  23 771;  14 271;  7 246;  7 025;  26 860;  15 370;  11 490;  36 622;  22 291;  14 331;  20 867;  12 046;  8 821;  1 727;  1 049;   678;   403;   253;   150;   906;   463;   443
2020;19;Çorum;  422 058;  207 321;  214 737;  19 557;  3 392;  16 165;  25 259;  7 054;  18 205;  107 693;  45 689;  62 004;  42 509;  23 892;  18 617;  74 705;  40 923;  33 782;  87 765;  50 133;  37 632;  56 255;  31 575;  24 680;  4 360;  2 637;  1 723;   835;   529;   306;  3 120;  1 497;  1 623
2020;20;Denizli;  825 320;  408 465;  416 855;  11 210;  1 504;  9 706;  31 601;  5 784;  25 817;  194 323;  82 142;  112 181;  83 018;  45 289;  37 729;  146 491;  82 283;  64 208;  204 819;  111 601;  93 218;  134 061;  69 208;  64 853;  11 028;  6 162;  4 866;  2 397;  1 394;  1 003;  6 372;  3 098;  3 274
2020;21;Diyarbakır; 1 202 902;  601 933;  600 969;  86 497;  13 003;  73 494;  109 788;  27 481;  82 307;  139 205;  65 514;  73 691;  93 222;  58 155;  35 067;  325 821;  179 111;  146 710;  266 771;  155 022;  111 749;  163 228;  92 274;  70 954;  13 131;  8 762;  4 369;  1 984;  1 404;   580;  3 255;  1 207;  2 048
2020;22;Edirne;  341 364;  171 854;  169 510;  8 007;  1 606;  6 401;  11 555;  3 624;  7 931;  92 908;  39 708;  53 200;  27 525;  15 008;  12 517;  53 142;  30 430;  22 712;  85 722;  48 580;  37 142;  53 828;  28 435;  25 393;  5 389;  2 807;  2 582;  1 588;   865;   723;  1 700;   791;   909
2020;23;Elazığ;  457 180;  223 870;  233 310;  18 249;  3 168;  15 081;  31 438;  5 195;  26 243;  71 393;  25 312;  46 081;  36 062;  20 365;  15 697;  94 293;  50 234;  44 059;  117 718;  69 428;  48 290;  75 198;  42 596;  32 602;  7 828;  4 744;  3 084;  1 945;  1 303;   642;  3 056;  1 525;  1 531
2020;24;Erzincan;  186 502;  94 623;  91 879;  8 686;  1 184;  7 502;  7 239;  1 695;  5 544;  34 296;  14 118;  20 178;  13 731;  7 497;  6 234;  32 824;  18 640;  14 184;  51 347;  29 309;  22 038;  32 522;  18 701;  13 821;  2 702;  1 716;   986;   738;   501;   237;  2 417;  1 262;  1 155
2020;25;Erzurum;  562 769;  278 171;  284 598;  31 934;  4 295;  27 639;  28 808;  7 472;  21 336;  105 640;  38 668;  66 972;  40 170;  22 556;  17 614;  122 995;  68 609;  54 386;  136 041;  81 427;  54 614;  81 445;  46 772;  34 673;  8 818;  5 165;  3 653;  2 776;  1 799;   977;  4 142;  1 408;  2 734
2020;26;Eskişehir;  713 886;  353 120;  360 766;  12 143;  1 470;  10 673;  13 144;  2 731;  10 413;  143 714;  49 622;  94 092;  51 795;  26 472;  25 323;  110 896;  59 443;  51 453;  209 812;  122 357;  87 455;  144 862;  76 810;  68 052;  15 842;  8 341;  7 501;  4 514;  2 479;  2 035;  7 164;  3 395;  3 769
2020;27;Gaziantep; 1 421 471;  712 961;  708 510;  52 775;  5 204;  47 571;  63 675;  15 978;  47 697;  258 308;  96 603;  161 705;  172 631;  107 062;  65 569;  368 643;  207 947;  160 696;  289 272;  163 845;  125 427;  182 514;  97 931;  84 583;  16 275;  9 967;  6 308;  2 669;  1 644;  1 025;  14 709;  6 780;  7 929
2020;28;Giresun;  371 616;  184 056;  187 560;  17 799;  2 554;  15 245;  28 593;  5 799;  22 794;  80 328;  38 506;  41 822;  30 064;  16 915;  13 149;  60 297;  33 850;  26 447;  88 427;  51 039;  37 388;  57 121;  30 529;  26 592;  4 202;  2 385;  1 817;   961;   599;   362;  3 824;  1 880;  1 944
2020;29;Gümüşhane;  114 426;  57 954;  56 472;  4 731;   602;  4 129;  6 948;  2 115;  4 833;  23 008;  9 574;  13 434;  9 923;  5 064;  4 859;  17 799;  10 151;  7 648;  28 980;  17 476;  11 504;  18 344;  10 401;  7 943;  1 462;   891;   571;   385;   264;   121;  2 846;  1 416;  1 430
2020;30;Hakkari;  199 367;  107 321;  92 046;  9 309;  2 038;  7 271;  10 016;  3 405;  6 611;  15 340;  7 757;  7 583;  11 579;  5 991;  5 588;  62 663;  32 046;  30 617;  59 938;  36 331;  23 607;  27 049;  17 873;  9 176;  1 124;   850;   274;   152;   94;   58;  2 197;   936;  1 261
2020;31;Hatay; 1 202 664;  598 893;  603 771;  26 071;  4 971;  21 100;  72 994;  15 056;  57 938;  255 569;  114 352;  141 217;  113 266;  63 844;  49 422;  261 463;  143 061;  118 402;  263 554;  144 569;  118 985;  173 439;  93 333;  80 106;  12 329;  7 476;  4 853;  2 027;  1 279;   748;  21 952;  10 952;  11 000
2020;32;Isparta;  351 849;  173 060;  178 789;  8 460;  1 079;  7 381;  10 044;  2 063;  7 981;  79 470;  30 967;  48 503;  26 004;  13 526;  12 478;  55 411;  30 582;  24 829;  96 677;  53 419;  43 258;  64 018;  34 923;  29 095;  6 757;  3 764;  2 993;  2 247;  1 450;   797;  2 761;  1 287;  1 474
2020;33;Mersin; 1 418 226;  701 740;  716 486;  30 252;  4 452;  25 800;  69 926;  16 161;  53 765;  295 027;  121 504;  173 523;  119 616;  70 064;  49 552;  281 455;  154 934;  126 521;  350 094;  192 180;  157 914;  237 878;  124 291;  113 587;  18 284;  10 257;  8 027;  2 992;  1 716;  1 276;  12 702;  6 181;  6 521
2020;34;İstanbul; 11 755 384; 5 852 676; 5 902 708;  230 788;  28 411;  202 377;  297 538;  75 967;  221 571; 1 980 095;  783 096; 1 196 999;  978 420;  567 901;  410 519; 2 277 083; 1 261 117; 1 015 966; 3 025 720; 1 650 937; 1 374 783; 2 449 003; 1 218 706; 1 230 297;  324 937;  170 755;  154 182;  55 458;  30 713;  24 745;  136 342;  65 073;  71 269
2020;35;İzmir; 3 557 841; 1 760 893; 1 796 948;  48 918;  7 552;  41 366;  114 141;  25 646;  88 495;  718 534;  291 442;  427 092;  275 528;  161 503;  114 025;  627 244;  347 417;  279 827;  925 803;  499 886;  425 917;  731 822;  369 166;  362 656;  76 209;  38 409;  37 800;  16 200;  8 598;  7 602;  23 442;  11 274;  12 168
2020;36;Kars;  207 796;  107 445;  100 351;  13 251;  1 785;  11 466;  10 481;  3 342;  7 139;  39 540;  17 722;  21 818;  19 353;  12 005;  7 348;  50 797;  30 051;  20 746;  43 247;  25 957;  17 290;  26 017;  13 983;  12 034;  2 137;  1 272;   865;   627;   376;   251;  2 346;   952;  1 394
2020;37;Kastamonu;  311 484;  153 392;  158 092;  16 290;  2 502;  13 788;  18 565;  4 467;  14 098;  88 339;  38 558;  49 781;  27 661;  15 169;  12 492;  49 544;  27 947;  21 597;  64 173;  38 697;  25 476;  41 459;  22 975;  18 484;  3 428;  2 012;  1 416;   785;   486;   299;  1 240;   579;   661
2020;38;Kayseri; 1 071 199;  532 880;  538 319;  27 060;  2 796;  24 264;  33 920;  6 291;  27 629;  211 866;  77 597;  134 269;  93 582;  55 061;  38 521;  219 066;  121 992;  97 074;  274 891;  155 269;  119 622;  178 898;  97 071;  81 827;  16 485;  9 246;  7 239;  3 296;  2 045;  1 251;  12 135;  5 512;  6 623
2020;39;Kırklareli;  303 233;  154 183;  149 050;  5 131;   904;  4 227;  6 744;  2 041;  4 703;  76 488;  31 756;  44 732;  29 098;  15 508;  13 590;  48 344;  27 077;  21 267;  82 138;  47 185;  34 953;  49 184;  26 421;  22 763;  3 847;  2 161;  1 686;   673;   401;   272;  1 586;   729;   857
2020;40;Kırşehir;  186 430;  90 631;  95 799;  6 058;   611;  5 447;  7 307;  1 618;  5 689;  40 449;  15 267;  25 182;  15 221;  8 449;  6 772;  31 471;  17 018;  14 453;  49 182;  27 771;  21 411;  31 536;  16 896;  14 640;  2 415;  1 489;   926;   669;   441;   228;  2 122;  1 071;  1 051
2020;41;Kocaeli; 1 524 695;  767 102;  757 593;  29 846;  3 793;  26 053;  38 091;  8 029;  30 062;  250 848;  90 908;  159 940;  142 365;  77 695;  64 670;  308 738;  165 644;  143 094;  434 530;  251 404;  183 126;  280 761;  148 344;  132 417;  25 014;  14 217;  10 797;  3 762;  2 224;  1 538;  10 740;  4 844;  5 896
2020;42;Konya; 1 698 762;  835 310;  863 452;  37 027;  4 501;  32 526;  57 960;  10 759;  47 201;  425 537;  160 583;  264 954;  163 057;  91 073;  71 984;  348 638;  193 888;  154 750;  361 476;  204 876;  156 600;  253 942;  140 294;  113 648;  27 590;  16 646;  10 944;  5 956;  3 840;  2 116;  17 579;  8 850;  8 729
2020;43;Kütahya;  469 147;  229 549;  239 598;  9 107;  1 512;  7 595;  22 799;  5 318;  17 481;  124 372;  45 044;  79 328;  47 466;  24 359;  23 107;  75 772;  40 975;  34 797;  109 440;  67 785;  41 655;  71 318;  39 429;  31 889;  5 818;  3 498;  2 320;  1 221;   791;   430;  1 834;   838;   996
2020;44;Malatya;  620 357;  306 378;  313 979;  35 195;  4 916;  30 279;  22 629;  5 843;  16 786;  106 124;  40 078;  66 046;  50 491;  28 512;  21 979;  119 690;  67 299;  52 391;  163 237;  92 446;  70 791;  107 548;  58 622;  48 926;  9 271;  5 568;  3 703;  1 911;  1 265;   646;  4 261;  1 829;  2 432
2020;45;Manisa; 1 151 896;  575 376;  576 520;  24 787;  3 498;  21 289;  49 261;  12 449;  36 812;  323 574;  137 858;  185 716;  116 986;  66 864;  50 122;  209 143;  116 271;  92 872;  249 634;  141 556;  108 078;  162 379;  87 851;  74 528;  11 315;  6 498;  4 817;  1 800;  1 102;   698;  3 017;  1 429;  1 588
2020;46;Kahramanmaraş;  845 474;  427 130;  418 344;  43 526;  6 847;  36 679;  35 915;  9 953;  25 962;  158 020;  63 808;  94 212;  90 121;  51 956;  38 165;  195 779;  108 337;  87 442;  189 698;  111 928;  77 770;  112 105;  62 578;  49 527;  9 815;  6 313;  3 502;  1 658;  1 123;   535;  8 837;  4 287;  4 550
2020;47;Mardin;  568 288;  282 223;  286 065;  50 616;  7 641;  42 975;  40 183;  10 484;  29 699;  74 201;  33 582;  40 619;  44 806;  24 692;  20 114;  153 818;  84 934;  68 884;  121 799;  72 544;  49 255;  68 851;  40 990;  27 861;  4 662;  3 321;  1 341;   472;   326;   146;  8 880;  3 709;  5 171
2020;48;Muğla;  803 231;  408 680;  394 551;  11 580;  1 738;  9 842;  18 728;  4 833;  13 895;  187 381;  82 067;  105 314;  62 025;  36 893;  25 132;  132 658;  75 048;  57 610;  205 707;  112 894;  92 813;  159 805;  82 202;  77 603;  13 851;  7 302;  6 549;  2 824;  1 631;  1 193;  8 672;  4 072;  4 600
2020;49;Muş;  271 675;  138 453;  133 222;  20 743;  3 101;  17 642;  22 833;  7 079;  15 754;  36 093;  17 960;  18 133;  24 624;  15 039;  9 585;  79 326;  42 423;  36 903;  55 148;  33 069;  22 079;  28 499;  17 476;  11 023;  1 833;  1 277;   556;   420;   318;   102;  2 156;   711;  1 445
2020;50;Nevşehir;  235 740;  115 165;  120 575;  6 577;   609;  5 968;  7 448;  1 555;  5 893;  56 295;  22 183;  34 112;  22 951;  12 323;  10 628;  45 398;  25 202;  20 196;  56 485;  31 715;  24 770;  34 632;  18 289;  16 343;  2 718;  1 595;  1 123;   730;   429;   301;  2 506;  1 265;  1 241
2020;51;Niğde;  275 184;  137 004;  138 180;  9 314;   912;  8 402;  9 500;  2 099;  7 401;  64 337;  26 617;  37 720;  29 603;  16 963;  12 640;  60 366;  33 866;  26 500;  60 948;  34 408;  26 540;  36 231;  19 299;  16 932;  3 105;  1 852;  1 253;   857;   530;   327;   923;   458;   465
2020;52;Ordu;  613 955;  304 420;  309 535;  36 052;  5 891;  30 161;  42 861;  10 596;  32 265;  136 452;  64 500;  71 952;  51 614;  28 963;  22 651;  109 967;  61 855;  48 112;  142 518;  82 245;  60 273;  83 493;  44 330;  39 163;  5 913;  3 458;  2 455;  1 096;   668;   428;  3 989;  1 914;  2 075
2020;53;Rize;  280 369;  139 743;  140 626;  9 432;   799;  8 633;  12 716;  1 603;  11 113;  54 769;  23 984;  30 785;  24 016;  13 952;  10 064;  49 608;  26 573;  23 035;  77 669;  44 749;  32 920;  46 263;  24 862;  21 401;  3 702;  2 101;  1 601;   798;   512;   286;  1 396;   608;   788
2020;54;Sakarya;  801 965;  398 784;  403 181;  20 179;  2 566;  17 613;  20 331;  4 824;  15 507;  175 257;  68 068;  107 189;  71 145;  39 481;  31 664;  151 238;  82 602;  68 636;  219 939;  124 871;  95 068;  122 974;  64 737;  58 237;  11 503;  6 686;  4 817;  2 446;  1 615;   831;  6 953;  3 334;  3 619
2020;55;Samsun; 1 066 608;  522 398;  544 210;  25 721;  3 987;  21 734;  66 255;  16 649;  49 606;  241 258;  105 605;  135 653;  94 311;  53 939;  40 372;  193 576;  105 172;  88 404;  246 041;  133 208;  112 833;  174 323;  90 311;  84 012;  14 786;  8 130;  6 656;  3 138;  1 887;  1 251;  7 199;  3 510;  3 689
2020;56;Siirt;  218 701;  111 463;  107 238;  17 939;  2 511;  15 428;  16 082;  4 137;  11 945;  23 583;  9 813;  13 770;  16 972;  9 961;  7 011;  65 414;  35 512;  29 902;  46 491;  29 325;  17 166;  28 762;  18 106;  10 656;  1 833;  1 346;   487;   427;   312;   115;  1 198;   440;   758
2020;57;Sinop;  178 702;  88 350;  90 352;  7 189;  1 293;  5 896;  10 051;  2 855;  7 196;  50 835;  22 515;  28 320;  18 276;  10 229;  8 047;  29 295;  16 486;  12 809;  34 336;  19 202;  15 134;  24 717;  13 602;  11 115;  1 763;  1 007;   756;   482;   278;   204;  1 758;   883;   875
2020;58;Sivas;  501 772;  249 864;  251 908;  25 867;  3 354;  22 513;  21 673;  6 094;  15 579;  100 301;  41 242;  59 059;  40 234;  21 580;  18 654;  96 474;  53 770;  42 704;  126 107;  74 075;  52 032;  76 399;  41 907;  34 492;  6 744;  3 981;  2 763;  1 709;  1 044;   665;  6 264;  2 817;  3 447
2020;59;Tekirdağ;  846 513;  432 464;  414 049;  11 935;  1 844;  10 091;  22 676;  5 624;  17 052;  170 702;  68 132;  102 570;  95 867;  52 692;  43 175;  171 057;  94 453;  76 604;  227 143;  132 921;  94 222;  130 073;  67 786;  62 287;  10 439;  5 762;  4 677;  1 715;  1 016;   699;  4 906;  2 234;  2 672
2020;60;Tokat;  478 249;  235 761;  242 488;  13 451;  2 248;  11 203;  35 947;  9 939;  26 008;  113 995;  45 286;  68 709;  44 938;  24 381;  20 557;  89 546;  49 780;  39 766;  104 172;  60 655;  43 517;  67 633;  38 485;  29 148;  5 398;  3 332;  2 066;  1 231;   781;   450;  1 938;   874;  1 064
2020;61;Trabzon;  644 074;  316 378;  327 696;  25 646;  2 741;  22 905;  30 689;  6 182;  24 507;  120 516;  50 119;  70 397;  44 933;  26 029;  18 904;  104 021;  57 142;  46 879;  182 118;  100 977;  81 141;  116 843;  62 704;  54 139;  10 412;  5 863;  4 549;  2 774;  1 713;  1 061;  6 122;  2 908;  3 214
2020;62;Tunceli;  70 673;  38 124;  32 549;  4 347;   663;  3 684;  2 748;   720;  2 028;  11 537;  5 550;  5 987;  4 954;  2 856;  2 098;  10 162;  6 063;  4 099;  20 530;  12 950;  7 580;  14 182;  8 076;  6 106;  1 004;   558;   446;   212;   138;   74;   997;   550;   447
2020;63;Şanlıurfa; 1 284 507;  640 373;  644 134;  114 505;  14 328;  100 177;  125 139;  31 239;  93 900;  175 437;  81 827;  93 610;  112 069;  75 833;  36 236;  385 039;  214 880;  170 159;  222 391;  135 683;  86 708;  126 361;  74 406;  51 955;  9 403;  6 455;  2 948;  1 422;   993;   429;  12 741;  4 729;  8 012
2020;64;Uşak;  294 216;  145 086;  149 130;  5 730;   709;  5 021;  13 130;  2 794;  10 336;  69 879;  28 374;  41 505;  35 781;  19 753;  16 028;  52 430;  28 959;  23 471;  67 783;  37 959;  29 824;  42 094;  22 495;  19 599;  3 500;  2 015;  1 485;   851;   529;   322;  3 038;  1 499;  1 539
2020;65;Van;  763 375;  388 997;  374 378;  51 416;  7 508;  43 908;  76 992;  18 661;  58 331;  106 935;  47 064;  59 871;  67 802;  44 220;  23 582;  213 831;  123 958;  89 873;  148 686;  90 026;  58 660;  85 442;  50 659;  34 783;  7 021;  4 918;  2 103;  1 429;  1 007;   422;  3 821;   976;  2 845
2020;66;Yozgat;  326 343;  161 497;  164 846;  13 679;  2 007;  11 672;  16 634;  5 200;  11 434;  82 274;  32 535;  49 739;  27 478;  14 386;  13 092;  60 877;  33 741;  27 136;  74 943;  45 176;  29 767;  39 530;  22 743;  16 787;  2 947;  1 910;  1 037;   650;   406;   244;  7 331;  3 393;  3 938
2020;67;Zonguldak;  485 215;  238 593;  246 622;  25 125;  2 738;  22 387;  18 100;  3 476;  14 624;  117 529;  47 708;  69 821;  48 101;  29 152;  18 949;  77 948;  42 562;  35 386;  120 672;  72 060;  48 612;  67 724;  35 708;  32 016;  5 420;  2 926;  2 494;  1 134;   640;   494;  3 462;  1 623;  1 839
2020;68;Aksaray;  308 804;  152 213;  156 591;  12 829;  1 363;  11 466;  11 612;  3 242;  8 370;  69 860;  28 280;  41 580;  33 926;  18 899;  15 027;  68 959;  38 211;  30 748;  63 697;  36 456;  27 241;  37 958;  20 093;  17 865;  3 542;  2 251;  1 291;   779;   484;   295;  5 642;  2 934;  2 708
2020;69;Bayburt;  64 942;  33 395;  31 547;  2 882;   277;  2 605;  2 507;   657;  1 850;  12 230;  4 790;  7 440;  5 946;  2 995;  2 951;  12 203;  6 998;  5 205;  17 234;  10 363;  6 871;  10 052;  6 181;  3 871;   804;   508;   296;   291;   211;   80;   793;   415;   378
2020;70;Karaman;  197 089;  98 065;  99 024;  4 191;   620;  3 571;  5 760;  1 630;  4 130;  46 940;  18 820;  28 120;  23 367;  12 572;  10 795;  39 435;  21 423;  18 012;  42 686;  23 716;  18 970;  29 283;  16 189;  13 094;  2 346;  1 445;   901;   523;   337;   186;  2 558;  1 313;  1 245
2020;71;Kırıkkale;  220 990;  109 581;  111 409;  7 140;   685;  6 455;  6 941;  1 352;  5 589;  40 702;  13 427;  27 275;  17 463;  8 516;  8 947;  41 222;  21 739;  19 483;  68 586;  40 988;  27 598;  34 468;  20 163;  14 305;  3 035;  1 937;  1 098;   531;   377;   154;   902;   397;   505
2020;72;Batman;  413 763;  206 745;  207 018;  24 554;  3 586;  20 968;  25 574;  5 898;  19 676;  42 444;  16 142;  26 302;  38 123;  21 458;  16 665;  117 252;  63 704;  53 548;  100 953;  57 959;  42 994;  56 977;  33 389;  23 588;  4 141;  3 018;  1 123;   501;   358;   143;  3 244;  1 233;  2 011
2020;73;Şırnak;  342 517;  179 554;  162 963;  24 826;  3 522;  21 304;  23 113;  6 083;  17 030;  31 215;  15 282;  15 933;  20 669;  11 697;  8 972;  114 229;  63 068;  51 161;  80 640;  49 912;  30 728;  40 208;  26 030;  14 178;  2 040;  1 568;   472;   235;   176;   59;  5 342;  2 216;  3 126
2020;74;Bartın;  164 743;  80 756;  83 987;  6 595;  1 254;  5 341;  10 070;  1 952;  8 118;  39 207;  16 985;  22 222;  20 913;  12 360;  8 553;  27 707;  14 554;  13 153;  35 832;  20 304;  15 528;  20 875;  11 360;  9 515;  1 703;  1 022;   681;   434;   282;   152;  1 407;   683;   724
2020;75;Ardahan;  75 977;  39 469;  36 508;  4 660;   645;  4 015;  3 170;  1 045;  2 125;  17 002;  7 444;  9 558;  7 091;  4 099;  2 992;  16 461;  9 630;  6 831;  16 301;  10 333;  5 968;  9 513;  5 335;  4 178;   774;   496;   278;   203;   137;   66;   802;   305;   497
2020;76;Iğdır;  141 602;  72 511;  69 091;  10 433;  1 541;  8 892;  10 227;  3 729;  6 498;  20 377;  10 799;  9 578;  13 910;  8 082;  5 828;  34 505;  20 294;  14 211;  29 618;  16 434;  13 184;  18 771;  9 662;  9 109;  1 328;   818;   510;   300;   216;   84;  2 133;   936;  1 197
2020;77;Yalova;  203 199;  101 408;  101 791;  3 766;   487;  3 279;  5 197;  1 188;  4 009;  38 493;  14 699;  23 794;  15 513;  8 590;  6 923;  37 924;  20 445;  17 479;  56 370;  31 296;  25 074;  38 365;  20 665;  17 700;  3 667;  2 054;  1 613;   631;   431;   200;  3 273;  1 553;  1 720
2020;78;Karabük;  195 902;  96 005;  99 897;  8 666;  1 116;  7 550;  6 807;  1 423;  5 384;  41 798;  16 911;  24 887;  17 655;  9 204;  8 451;  30 455;  16 844;  13 611;  50 702;  29 482;  21 220;  35 394;  18 526;  16 868;  3 010;  1 685;  1 325;   786;   558;   228;   629;   256;   373
2020;79;Kilis;  101 036;  51 001;  50 035;  3 369;   643;  2 726;  3 815;  1 161;  2 654;  13 328;  5 967;  7 361;  12 247;  6 343;  5 904;  27 676;  14 583;  13 093;  23 207;  12 365;  10 842;  14 578;  8 373;  6 205;  1 005;   658;   347;   232;   154;   78;  1 579;   754;   825
2020;80;Osmaniye;  405 666;  203 335;  202 331;  19 412;  2 788;  16 624;  12 165;  3 393;  8 772;  68 349;  26 240;  42 109;  36 558;  21 493;  15 065;  87 116;  47 995;  39 121;  107 684;  60 364;  47 320;  64 490;  35 695;  28 795;  4 323;  2 706;  1 617;   558;   345;   213;  5 011;  2 316;  2 695
2020;81;Düzce;  309 824;  153 978;  155 846;  8 853;  1 138;  7 715;  11 678;  2 364;  9 314;  64 765;  25 844;  38 921;  34 165;  19 612;  14 553;  55 009;  29 484;  25 525;  80 450;  46 525;  33 925;  47 590;  25 034;  22 556;  4 104;  2 276;  1 828;   949;   617;   332;  2 261;  1 084;  1 177
2021;1;Adana; 1 704 578;  844 153;  860 425;  57 706;  7 769;  49 937;  66 342;  16 403;  49 939;  304 850;  120 623;  184 227;  136 899;  82 553;  54 346;  342 598;  187 530;  155 068;  459 128;  253 770;  205 358;  288 827;  150 112;  138 715;  31 690;  17 163;  14 527;  4 606;  2 611;  1 995;  11 932;  5 619;  6 313
2021;2;Adıyaman;  451 736;  226 214;  225 522;  27 850;  3 923;  23 927;  16 703;  5 256;  11 447;  72 794;  29 842;  42 952;  41 228;  21 530;  19 698;  101 763;  56 154;  45 609;  114 273;  65 949;  48 324;  67 126;  37 425;  29 701;  7 011;  4 555;  2 456;   870;   597;   273;  2 118;   983;  1 135
2021;3;Afyonkarahisar;  576 628;  285 237;  291 391;  13 290;  1 370;  11 920;  20 688;  4 123;  16 565;  147 766;  54 985;  92 781;  53 924;  29 550;  24 374;  112 868;  63 224;  49 644;  131 685;  78 657;  53 028;  77 604;  42 913;  34 691;  8 753;  5 109;  3 644;  1 482;   962;   520;  8 568;  4 344;  4 224
2021;4;Ağrı;  346 927;  180 927;  166 000;  27 173;  3 798;  23 375;  31 200;  9 611;  21 589;  62 377;  30 990;  31 387;  25 391;  17 504;  7 887;  91 861;  53 638;  38 223;  65 372;  40 991;  24 381;  35 245;  20 207;  15 038;  4 025;  2 455;  1 570;   414;   281;   133;  3 869;  1 452;  2 417
2021;5;Amasya;  271 667;  134 072;  137 595;  7 327;  1 107;  6 220;  10 511;  2 507;  8 004;  67 175;  26 144;  41 031;  22 495;  11 388;  11 107;  45 494;  24 581;  20 913;  67 395;  39 361;  28 034;  44 968;  25 532;  19 436;  4 091;  2 350;  1 741;   668;   407;   261;  1 543;   695;   848
2021;6;Ankara; 4 458 071; 2 188 830; 2 269 241;  75 306;  7 988;  67 318;  77 068;  13 810;  63 258;  647 358;  223 560;  423 798;  240 671;  127 545;  113 126;  706 323;  381 814;  324 509; 1 321 201;  715 336;  605 865; 1 132 120;  585 448;  546 672;  182 044;  95 020;  87 024;  37 557;  20 841;  16 716;  38 423;  17 468;  20 955
2021;7;Antalya; 1 955 807;  987 671;  968 136;  19 396;  2 690;  16 706;  60 880;  12 324;  48 556;  364 621;  152 638;  211 983;  149 566;  84 177;  65 389;  347 604;  194 164;  153 440;  544 726;  303 309;  241 417;  393 369;  200 623;  192 746;  38 960;  20 376;  18 584;  6 085;  3 522;  2 563;  30 600;  13 848;  16 752
2021;8;Artvin;  141 531;  71 739;  69 792;  4 214;   542;  3 672;  5 246;   957;  4 289;  29 533;  10 174;  19 359;  9 646;  5 593;  4 053;  22 235;  12 464;  9 771;  42 198;  26 224;  15 974;  25 232;  14 053;  11 179;  2 193;  1 246;   947;   420;   273;   147;   614;   213;   401
2021;9;Aydın;  912 127;  450 170;  461 957;  15 353;  2 238;  13 115;  35 554;  8 084;  27 470;  220 440;  93 708;  126 732;  77 894;  44 798;  33 096;  157 277;  87 502;  69 775;  217 681;  117 087;  100 594;  158 770;  81 469;  77 301;  15 488;  8 300;  7 188;  2 567;  1 508;  1 059;  11 103;  5 476;  5 627
